wAja wAja
waraha waraha
kI kA
mAMga mAMga
bahuwa bahuwa
pahale pahale
uTA uTA
cuke cuka
We WA
para para
usa vaha
para para
praXAnamaMwrI praXAnamaMwrI
Ora Ora
yUpIe yUpIe
maMwrimaMdala maMwrimaMdala
kI kA
muhara muhara
laga laga
jAnA jA
ciMwA ciMwA
kA kA
viRaya viRaya
hE hE
. .
yaha yaha
nyAya nyAya
vyavasWA vyavasWA
ke ke
sAWa sAWa
KilavAdZa KilavAda
hE hE
, COMMA
nyAya nyAya
prakriyA prakriyA
meM meM
haswakRepa haswakRepa
hE hE
, COMMA
NULL _
yaha yaha
goXarA goXarA
jEse jEsA
kAMda kAMda
ko ko
aMjAma aMjAma
xene xe
vAle vAlA
hawyAroM hawyArA
ko ko
prowsAhiwa prowsAhiwa
karane kara
vAlA vAlA
kaxama kaxama
hE hE
. .
jetalI jetalI
ne ne
kahA kaha
ki ki
lAlU lAlU
yAxava yAxava
' SINGLE_QUOTE
ina yaha
hAusa hAusa
' SINGLE_QUOTE
kametI kametI
ke kA
banane bana
se se
pahale pahale
hI hI
yaha yaha
bawA bawA
cuke cuka
hEM hE
ki ki
27 27
ParavarI ParavarI
2002 2002
ko ko
goXarA goXarA
kI kA
sAbaramawI sAbaramawI
eksapresa eksapresa
meM meM
NULL _
GatanA GatanA
ke ke
lie lie
kArasevaka kArasevaka
Ora Ora
saMGa saMGa
parivAra parivAra
ke kA
loga loga
jimmexAra jimmexAra
hEM hE
. .
BAjapA BAjapA
ko ko
isa yaha
bAwa bAwa
kA kA
acaraja acaraja
hE hE
ki ki
uccawama uccawama
nyAyAlaya nyAyAlaya
ke kA
avakASaprApwa avakASaprApwa
nyAyAXISa nyAyAXISa
ina yaha
hAusa hAusa
samiwi samiwi
kI kA
tarma tarma
OYPa OYPa
rePareMsa rePareMsa
ko ko
xeKawe xeKa
hue ho
BI BI
usakI vaha
aXyakRawA aXyakRawA
karane kara
ke ke
lie lie
kisa kisa
prakAra prakAra
rAjI rAjI
ho ho
gae jA
. .
kyA kyA
isa yaha
waraha waraha
kI kA
samiwi samiwi
niyukwa niyukwa
karane kara
se se
pUrva pUrva
uccawama uccawama
nyAyAlaya nyAyAlaya
ke kA
muKya muKya
nyAyAXISa nyAyAXISa
se se
saMparka saMparka
kiyA kara
gayA jA
. .
jetalI jetalI
ne ne
kahA kaha
ki ki
uccaswarIya uccaswarIya
samiwi samiwi
ke kA
tarma tarma
OYPa OYPa
rePareMsa rePareMsa
isa yaha
bAwa bAwa
ke kA
sUcaka sUcaka
hEM hE
ki ki
sarakAra sarakAra
ne ne
goXarA goXarA
kAMda kAMda
ke ke
lie lie
kArasevakoM kArasevaka
Ora Ora
saMGa saMGa
ke kA
svayaMsevakoM svayaMsevaka
ko ko
xoRI xoRI
mAna mAna
kara kara
baxale baxalA
kI kA
BAvanA BAvanA
se se
kAryavAhI kAryavAhI
SurU SurU
kI kara
hE hE
. .
yaha yaha
samiwi samiwi
isa yaha
waWya waWya
ko ko
nakAra nakAra
xewI xe
hE hE
ki ki
goXarA goXarA
kAMda kAMda
kI kA
viswqwa viswqwa
jAMca jAMca
pulisa pulisa
xvArA xvArA
kI kara
jA jA
cukI cuka
hE hE
Ora Ora
isa yaha
bAwa bAwa
kA kA
pawA pawA
lagAyA lagA
jA jA
cukA cuka
hE hE
ki ki
goXarA goXarA
kAMda kAMda
kI kA
yojanA yojanA
amana amana
gesta gesta
hAusa hAusa
meM meM
isa yaha
xurBAgyapUrNa xurBAgyapUrNa
GatanA GatanA
se se
eka eka
xina xina
pahale pahale
banAI banA
gaI jA
WI WA
. .
isa yaha
GatanA GatanA
ke ke
lie lie
xoRI xoRI
logoM loga
kI kA
pahacAna pahacAna
BI BI
kara kara
lI le
gaI jA
hE hE
. .
Pira Pira
uccaswarIya uccaswarIya
samiwi samiwi
kA kA
nirmANa nirmANa
kara kara
sarakAra sarakAra
Ora Ora
kuCa kuCa
nahIM nahIM
NULL _
balki balki
kAMda kAMda
ke ke
lie lie
xoRI xoRI
logoM loga
ko ko
bacAne bacA
kA kA
prayAsa prayAsa
kara kara
rahI raha
hE hE
. .
aruNa aruNa
jetalI jetalI
ne ne
kahA kaha
ki ki
nyAyamUrwi nyAyamUrwi
jI. jI.
tI. tI.
rANAvade rANAvade
Ora Ora
nyAyamUrwi nyAyamUrwi
ke. ke.
tI. tI.
SAha SAha
kI kA
aXyakRawA aXyakRawA
meM meM
eka eka
Ayoga Ayoga
pahale pahale
se se
hI hI
kamISana kamISana
OYPa OYPa
inakvAyarI inakvAyarI
ekta ekta
ke ke
wahawa wahawa
CAnabIna CAnabIna
kara kara
rahA raha
hE hE
. .
isake yaha
bAvajUxa bAvajUxa
jastisa jastisa
yU. yU.
sI. sI.
banarjI banarjI
kI kA
aXyakRawA aXyakRawA
meM meM
eka eka
uccaswarIya uccaswarIya
samiwi samiwi
kA kA
gaTana gaTana
karanA kara
Ora Ora
use vaha
isa yaha
bAwa bAwa
kA kA
pawA pawA
lagAne lagA
ke ke
lie lie
kahanA kaha
hE hE
ki ki
( (
sAbaramawI sAbaramawI
eksapresa eksapresa
ke kA
koca koca
saMKyA saMKyA
esa esa
- -
6 6
meM meM
BIdZa BIda
kyoM kyoM
WI WA
, COMMA
inameM yaha
se se
aXikAMSa aXikAMSa
loga loga
betikata betikata
kyoM kyoM
We WA
, COMMA
Ora Ora
ina yaha
relayAwriyoM relayAwrI
ke kA
vyavahAra vyavahAra
ne ne
Aga Aga
kI kA
GatanA GatanA
ko ko
kisa kOna
prakAra prakAra
havA havA
xI xe
) )
apane apanA
Apa Apa
meM meM
SarmanAka SarmanAka
hE hE
. .
praXAnamaMwrI praXAnamaMwrI
kAryAlaya kAryAlaya
( (
pIemao pIemao
) )
meM _
rAjya rAjya
maMwrI maMwrI
pqWvIrAja pqWvIrAja
cavhANa cavhANa
ne ne
kahA kaha
ki ki
sarakAra sarakAra
amerikA amerikA
se se
yUniyana yUniyana
kArbAida kArbAida
ke kA
pUrva pUrva
cEyaramEna cEyaramEna
vArena vArena
eMdarasana eMdarasana
ke kA
prawyArpaNa prawyArpaNa
ke ke
lie lie
xobArA xobArA
prayAsa prayAsa
kara kara
sakawI saka
hE hE
. .
sAWa sAWa
hI hI
unhoMne vaha
kahA kaha
ki ki
gEsa gEsa
pIdZiwoM pIdiwa
kI kA
saMKyA saMKyA
meM meM
pAMca pAMca
gunA gunA
ijAPe ijAPA
ko ko
xeKawe xeKa
hue ho
muAvajZA muAvajA
baDZAne baDA
kI kA
mAMga mAMga
karegI kara
. .
cavhANa cavhANa
ne ne
bqhaspawivAra bqhaspawivAra
ko ko
eka eka
cEnala cEnala
ke kA
kAryakrama kAryakrama
meM meM
kahA kaha
ki ki
eMdarasana eMdarasana
ke kA
prawyArpaNa prawyArpaNa
ke kA
prayAsa prayAsa
viPala viPala
rahe raha
hEM hE
. .
unhoMne vaha
kahA kaha
ki ki
yaxi yaxi
xobArA xobArA
mukaxamA mukaxamA
calAne calA
ko ko
lekara le
saMBAvanA saMBAvanA
banawI bana
hE hE
, COMMA
wo wo
unheM vaha
pUrA pUrA
viSvAsa viSvAsa
hE hE
ki ki
sarakAra sarakAra
eMdarasana eMdarasana
ke kA
prawyArpaNa prawyarpaNa
ke ke
lie lie
prayAsa prayAsa
karegI kara
. .
isameM yaha
koI koI
Saka Saka
nahIM nahIM
hE hE
ki ki
yaha yaha
lAparavAhI lAparavAhI
kA kA
nawIjA nawIjA
hE hE
. .
mAmale mAmalA
ko ko
Age Age
baDZAne baDA
meM meM
sarakAra sarakAra
kI kA
ASaMkA ASaMkA
ke ke
bAre bAre
meM meM
pUCe pUCa
jAne jAna
para para
unhoMne vaha
kahA kaha
ki ki
yUniyana yUniyana
kArbAida kArbAida
ne ne
eMdarasana eMdarasana
ko ko
BArawa BArawa
ko ko
na na
sOMpane sOMpa
ke kA
hara hara
saMBava saMBava
prayAsa prayAsa
kie kara
We WA
. .
BArawa BArawa
sarakAra sarakAra
apane apanA
pahalI pahalA
bAra bAra
ke kA
prayAsoM prayAsa
meM meM
viPala viPala
rahI raha
WI WA
, COMMA
lekina lekina
aba aba
yaha yaha
sarakAra sarakAra
para para
nirBara nirBara
karawA kara
hE hE
ki ki
vaha vaha
xobArA xobArA
koSiSa koSiSa
kare kara
Ora Ora
eMdarasana eMdarasana
ko ko
vApasa vApasa
lAe lA
Ora Ora
usa vaha
para para
mukaxamA mukaxamA
calAe calA
. .
amerikI amerikI
axAlawa axAlawa
ke kA
mAmale mAmalA
ko ko
xobArA xobArA
SurU SurU
kie kara
jAne jA
yogya yogya
bawAne bawA
Ora Ora
gEra gEra
sarakArI sarakArI
saMgaTanoM saMgaTana
kI kA
BArawa BArawa
sarakAra sarakAra
kI kA
ora ora
se se
isa yaha
muxxe muxxA
ko ko
xobArA xobArA
uTAne uTA
kI kA
mAMga mAMga
para para
unhoMne vaha
kahA kaha
ki ki
sarakAra sarakAra
kI kI
praswAviwa praswAviwa
yojanA yojanA
ke ke
bAre bAre
meM meM
vaha vaha
kuCa kuCa
kahane kaha
kI kA
sWiwi sWiwi
meM meM
nahIM nahIM
hEM hE
. .
cavhANa cavhANa
ne ne
kahA kaha
ki ki
ve vaha
eka eka
cIja cIja
bawA bawA
sakawe saka
hEM hE
ki ki
sarakAra sarakAra
cAhawI cAha
hE hE
ki ki
xoRiyoM xoRI
ko ko
sajA sajA
ho ho
. .
isake yaha
lie lie
jo jo
BI BI
kAnUnI kAnUnI
jarUraweM jarUrawa
hoMgI ho
, COMMA
NULL _
sarakAra sarakAra
pUrI pUrA
karegI kara
. .
unhoMne vaha
kahA kaha
ki ki
isa yaha
bAre bAre
meM meM
viXi viXi
aXikArI aXikArI
Age Age
PEsalA PEsalA
kareMge kara
. .
unhoMne vaha
kahA kaha
ki ki
BArawa BArawa
sarakAra sarakAra
ke ke
pAsa pAsa
EsA EsA
koI koI
rAswA rAswA
nahIM nahIM
hE hE
, COMMA
jo jo
kisI koI
amarIkI amarIkI
kOYraporeSana kOYraporeSana
ko ko
muAvajZA muAvajA
baDZAne baDA
ke ke
lie lie
bAXya bAXya
kara kara
sake saka
. .
muAvajZe muAvajA
kI kA
rASi rASi
BArawIya BArawIya
axAlawoM axAlawa
xvArA xvArA
waya waya
kI kara
gaI jA
WI WA
Ora Ora
use vaha
bAxa bAxa
meM meM
barakarAra barakarAra
raKA raKa
gayA jA
. .
isameM yaha
koI koI
Saka Saka
nahIM nahIM
hE hE
ki ki
muAvajZA muAvajA
kAPI kAPI
kama kama
hE hE
. .
praXAnamaMwrI praXAnamaMwrI
manamohana manamohana
siMha siMha
va va
yuvA yuvA
sAMsaxa sAMsaxa
rAhula rAhula
gAMXI gAMXI
eka eka
bAra bAra
Pira Pira
eka eka
maMca maMca
para para
sAWa sAWa
najara najara
A A
sakawe saka
hEM hE
. .
bihAra bihAra
viXAnasaBA viXAnasaBA
cunAva cunAva
pracAra pracAra
ke ke
xOrAna xOrAna
xonoM xo
newAoM newA
ke ke
eka eka
sAWa sAWa
saBAoM saBA
ko ko
saMboXiwa saMboXiwa
karane kara
kI kA
saMBAvanA saMBAvanA
hE hE
. .
pArtI pArtI
pravakwA pravakwA
ke ke
muwAbika muwAbika
aBI aBI
waka waka
cunAva cunAva
kAryakramoM kAryakrama
ko ko
aMwima aMwima
rUpa rUpa
nahIM nahIM
xiyA xe
gayA jA
hE hE
. .
pArtI pArtI
sUwroM sUwra
kA kA
kahanA kaha
hE hE
ki ki
praXAnamaMwrI praXAnamaMwrI
va va
rAhula rAhula
gAMXI gAMXI
ke kA
surakRA surakRA
kAraNoM kAraNa
se se
eka eka
sAWa sAWa
janasaBA janasaBA
ko ko
saMboXiwa saMboXiwa
kara kara
sakawe saka
hEM hE
. .
bihAra bihAra
praxeSa praxeSa
ikAI ikAI
lagAwAra lagAwAra
rAhula rAhula
gAMXI gAMXI
ko ko
cunAva cunAva
pracAra pracAra
meM meM
SAmila SAmila
karane kara
kI kA
mAMga mAMga
kara kara
rahI raha
hE hE
. .
praxeSa praxeSa
kAMgresa kAMgresa
kI kA
xalIla xalIla
hE hE
ki ki
rAhula rAhula
ke ke
jarie jariye
yuvAoM yuvA
ko ko
pArtI pArtI
ke ke
sAWa sAWa
jodZA joda
jA jA
sakawA saka
hE hE
. .
para para
surakRA surakRA
kAraNoM kAraNa
se se
rAhula rAhula
kA kA
akele akelA
cunAva cunAva
pracAra pracAra
meM meM
jAnA jA
saMBava saMBava
nahIM nahIM
hE hE
. .
pArtI pArtI
sUwroM sUwra
ke ke
muwAbika muwAbika
kAMgresa kAMgresa
aXyakRa aXyakRa
soniyA soniyA
gAMXI gAMXI
cAhawI cAha
hEM hE
ki ki
rAhula rAhula
kI kA
apanI apanA
Cavi Cavi
bane bana
. .
Ese EsA
meM meM
vaha vaha
Kuxa Kuxa
apane apanA
sAWa sAWa
rAhula rAhula
gAMXI gAMXI
ko ko
cunAva cunAva
pracAra pracAra
meM meM
le le
jAnA jA
nahIM nahIM
cAhawI cAha
. .
praXAnamaMwrI praXAnamaMwrI
manamohana manamohana
siMha siMha
ke kA
bihAra bihAra
meM meM
kaI kaI
janasaBAoM janasaBA
ko ko
saMboXiwa saMboXiwa
karane kara
kA kA
kAryakrama kAryakrama
hE hE
. .
Ese EsA
meM meM
rAhula rAhula
gAMXI gAMXI
praXAnamaMwrI praXAnamaMwrI
ke ke
sAWa sAWa
janasaBAoM janasaBA
meM meM
hissA hissA
le le
sakawe saka
hEM hE
. .
kAMgresa kAMgresa
aXyakRa aXyakRa
soniyA soniyA
gAMXI gAMXI
kA kA
cAra cAra
saMyukwa saMyukwa
janasaBAoM janasaBA
ko ko
saMboXiwa saMboXiwa
karane kara
kA kA
kAryakrama kAryakrama
hE hE
. .
ina yaha
saBAoM saBA
meM meM
Saraxa Saraxa
pavAra pavAra
, COMMA
rAjaxa rAjaxa
suprImo suprImo
lAlU lAlU
yAxava yAxava
va va
sIpIema sIpIema
ke kA
variRTa variRTa
newA newA
BI BI
mOjUxa mOjUxa
raheMge raha
. .
isake yaha
alAvA alAvA
kAMgresa kAMgresa
aXyakRa aXyakRa
kaI kaI
anya anya
janasaBAoM janasaBA
ko ko
BI BI
saMboXiwa saMboXiwa
kareMgI kara
. .
jammU jammU
- -
kaSmIra kaSmIra
ke kA
pulavAmA pulavAmA
jile jilA
meM meM
senA senA
ke kA
javAnoM javAna
ne ne
buXavAra buXavAra
ko ko
masjixa masjixa
meM meM
SaraNa SaraNa
lene le
vAle vAlA
pAMca pAMca
AwaMkiyoM AwaMkI
ko ko
mAra mAra
girAyA girA
. .
AwaMkiyoM AwaMkI
ne ne
surakRA surakRA
baloM bala
ke ke
sAWa sAWa
muTaBedZa muTaBeda
ke ke
bAxa bAxa
masjixa masjixa
meM meM
SaraNa SaraNa
le le
lI le
WI WA
. .
yaha yaha
jAnakArI jAnakArI
rakRA rakRA
viBAga viBAga
ke kA
pravakwA pravakwA
ne ne
xI xe
. .
pravakwA pravakwA
ne ne
bawAyA bawA
ki ki
pulavAmA pulavAmA
jile jilA
ke kA
KilAMguMda KilAMguMda
gAMva gAzva
meM meM
Aja Aja
AwaMkiyoM AwaMkI
ke ke
KilAPa KilAPa
walASI walASI
aBiyAna aBiyAna
calAyA calA
jA jA
rahA raha
WA WA
. .
isI yaha
xOrAna xOrAna
eka eka
makAna makAna
meM meM
Cupe Cupa
AwaMkiyoM AwaMkI
ne ne
javAnoM javAna
para para
PAyariMga PAyariMga
SurU SurU
kara kara
xI xe
. .
xonoM xo
ora ora
se se
huI ho
golAbArI golAbArI
ke ke
bAxa bAxa
AwaMkI AwaMkI
pAsa pAsa
sWiwa sWiwa
eka eka
masjixa masjixa
meM meM
Gusa Gusa
gae jA
. .
isake yaha
bAxa bAxa
javAnoM javAna
ne ne
unheM vaha
cAroM cAra
ora ora
se se
Gera Gera
liyA le
Ora Ora
XAvA XAvA
bola bola
kara kara
pAMcoM pAMca
AwaMkiyoM AwaMkI
ko ko
mAra mAra
girAyA girA
. .
sEnya sEnya
kArravAI kArravAI
meM meM
masjixa masjixa
ko ko
kisI koI
waraha waraha
ke kA
nukasAna nukasAna
kI kA
Kabara Kabara
nahIM nahIM
hE hE
. .
AXikArika AXikArika
sUwroM sUwra
ke ke
anusAra anusAra
aBiyAna aBiyAna
meM meM
sEnya sEnya
xala xala
kA kA
newqwva newqwva
karane kara
vAle vAlA
karnala karnala
rEMka rEMka
ke kA
eka eka
aPasara aPasara
ko ko
halkI halkA
coteM cota
lagI laga
hEM hE
. .
sEnya sEnya
pravakwA pravakwA
ne ne
bawAyA bawA
ki ki
javAnoM javAna
ne ne
AwaMkiyoM AwaMkI
se se
bAra bAra
- -
bAra bAra
AwmasamarpaNa AwmasamarpaNa
kI kA
apIla apIla
kI kara
, COMMA
lekina lekina
unhoMne vaha
EsA EsA
karane kara
se se
inakAra inakAra
kara kara
xiyA xe
Ora Ora
lagAwAra lagAwAra
PAyariMga PAyariMga
karawe kara
rahe raha
. .
masjixa masjixa
ko ko
kisI koI
waraha waraha
kI kA
kRawi kRawi
na na
pahuMce pahuMca
ise yaha
XyAna XyAna
meM meM
raKakara raKa
javAnoM javAna
ne ne
kAPI kAPI
xera xera
waka waka
kisI koI
waraha waraha
kI kA
kArravAI kArravAI
nahIM nahIM
kI kara
. .
AwaMkiyoM AwaMkI
se se
samarpaNa samarpaNa
karAne karA
ke ke
lie lie
gAMva gAzva
ke kA
variRTa variRTa
nAgarikoM nAgarika
kI kA
maxaxa maxaxa
BI BI
lI le
gaI jA
, COMMA
lekina lekina
AwaMkI AwaMkI
PAyariMga PAyariMga
karawe kara
rahe raha
. .
isake yaha
bAxa bAxa
javAnoM javAna
ne ne
masjixa masjixa
para para
XAvA XAvA
bolA bola
Ora Ora
pAMcoM pAMca
AwaMkiyoM AwaMkI
ko ko
mAra mAra
girAyA girA
. .
aBI aBI
AwaMkiyoM AwaMkI
kI kA
pahacAna pahacAna
aWavA aWavA
unake vaha
guta guta
ke ke
bAre bAre
meM meM
kisI koI
waraha waraha
kI kA
jAnakArI jAnakArI
nahIM nahIM
mila mila
pAI pA
hE hE
. .
ise yaha
giraPwAra giraPwAra
kie kara
jAne jA
kA kA
dara dara
mAneM mAna
yA yA
lokawaMwra lokawaMwra
kI kA
hawyA hawyA
ke ke
KilAPa KilAPa
AvAja AvAja
bulaMxa bulaMxa
karane kara
ke ke
lie lie
xillI xillI
pahuMcane pahuMca
kA kA
junUna junUna
NULL _
NULL _
JAraKaMda JAraKaMda
meM meM
rAjaga rAjaga
kA kA
samarWana samarWana
kara kara
pAMcoM pAMca
viXAyakoM viXAyaka
ko ko
yaha yaha
saPara saPara
waya waya
karane kara
meM meM
kAPI kAPI
muSkiloM muSkila
kA kA
sAmanA sAmanA
karanA kara
padZA pada
. .
rAMcI rAMcI
meM meM
SibU SibU
sorena sorena
ko ko
sarakAra sarakAra
banAne banA
kA kA
nyowA nyowA
milawe mila
hI hI
ye yaha
saBI saBI
viXAyaka viXAyaka
gAyaba gAyaba
ho ho
gae jA
We WA
. .
SuruAwa SuruAwa
meM meM
ina yaha
viXAyakoM viXAyaka
ke ke
jaxa jaxa
( (
yU yU
) )
va va
BAjapA BAjapA
ke kA
viXAyakoM viXAyaka
ke ke
sAWa sAWa
vimAna vimAna
meM meM
xillI xillI
jAne jA
kI kA
bAwa bAwa
kahI kaha
gaI jA
WI WA
. .
para para
havAI havAI
adde addA
para para
surakRA surakRA
baMxobaswa baMxobaswa
xeKa xeKa
BAjapA BAjapA
ne ne
apanA apanA
irAxA irAxA
baxala baxala
xiyA xe
. .
isake yaha
pahale pahale
ki ki
kisI koI
ko ko
Kabara Kabara
milawI mila
yaha yaha
saBI saBI
viXAyaka viXAyaka
sadZaka sadaka
ke kA
rAswe rAswA
JAraKaMda JAraKaMda
kI kA
sImA sImA
se se
bAhara bAhara
nikala nikala
gae jA
. .
variRTa variRTa
pArtI pArtI
newA newA
pramoxa pramoxa
mahAjana mahAjana
ne ne
bawAyA bawA
ki ki
ina yaha
saBI saBI
nirxalIya nirxalIya
viXAyakoM viXAyaka
ko ko
sadZaka sadaka
ke kA
rAswe rAswA
xurgApura xurgApura
howe ho
hue ho
KadZagapura KadZagapura
pahuMcAyA pahuMcA
gayA jA
. .
vahAM vahAz
se se
saBI saBI
viXAyaka viXAyaka
trena trena
ke ke
jarie jariye
BuvaneSvara BuvaneSvara
pahuMce pahuMca
. .
vahAM vahAz
se se
karIba karIba
DAI DAI
baje baje
udZAna udAna
Barane Bara
vAle vAlA
yAwrI yAwrI
vimAna vimAna
ke ke
jarie jariye
xillI xillI
pahuMce pahuMca
. .
xillI xillI
havAI havAI
adde addA
para para
pulisa pulisa
ina yaha
viXAyakoM viXAyaka
ke ke
lie lie
pareSAnI pareSAnI
kA kA
sababa sababa
na na
bane bana
isake yaha
lie lie
variRTa variRTa
pArtI pArtI
newA newA
veMkEyA veMkEyA
nAyadU nAyadU
va va
pramoxa pramoxa
mahAjana mahAjana
havAI havAI
adde addA
para para
pahuMce pahuMca
. .
bakOla bakOla
mahAjana mahAjana
, COMMA
ve vaha
ina yaha
viXAyakoM viXAyaka
kI kA
aguAI aguAI
karane kara
ke ke
lie lie
havAI havAI
adde addA
para para
nahIM nahIM
gae jA
We WA
balki balki
unheM vaha
vahAM vahAz
se se
nikAlakara nikAla
gujarAwa gujarAwa
Bavana Bavana
pahuMcAne pahuMcA
kI kA
jimmexArI jimmexArI
ko ko
aMjAma aMjAma
xene xe
ke ke
lie lie
vahAM vahAz
pahuMce pahuMca
We WA
. .
NULL _
gOrawalaba gOrawalaba
hE hE
ki ki
Aja Aja
viXAyakoM viXAyaka
ke kA
rAMcI rAMcI
se se
xillI xillI
pahuMcane pahuMca
ko ko
lekara le
BI BI
kama kama
se se
kama kama
wIna wIna
WyorI WyorI
viBinna viBinna
pracAra pracAra
mAXyamoM mAXyama
ke ke
jarie jariye
sAmane sAmane
AI A
WIM WA
. .
ina yaha
KabaroM Kabara
meM meM
wIna wIna
alaga alaga
- -
alaga alaga
rAswe rAswA
bawAe bawA
gae jA
We WA
Ora Ora
saBI saBI
viXAyakoM viXAyaka
ke kA
yahAM yahAz
pahuMcane pahuMca
waka waka
sahI sahI
sWiwi sWiwi
kI kA
jAnakArI jAnakArI
kisI koI
ko ko
nahIM nahIM
WI WA
. .
ayoXyA ayoXyA
meM meM
vivAxiwa vivAxiwa
DAMcA DAMcA
girAe girA
jAne jA
ke kA
mAmale mAmalA
kI kA
jAMca jAMca
kara kara
rahe raha
librahAna librahAna
Ayoga Ayoga
ne ne
SukravAra SukravAra
ko ko
isa yaha
GatanA GatanA
ke ke
bAraha bAraha
sAla sAla
bAxa bAxa
bayAnoM bayAna
ko ko
xarja xarja
karane kara
kA kA
kAma kAma
pUrA pUrA
kara kara
liyA le
. .
isa yaha
prakriyA prakriyA
kI kA
AKirI AKirI
kadZI kadI
meM meM
pUCawACa pUCawACa
ke ke
xOrAna xOrAna
pramuKa pramuKa
gavAha gavAha
va va
uwwara uwwara
praxeSa praxeSa
ke kA
wawkAlIna wawkAlIna
muKyamaMwrI muKyamaMwrI
kalyANa kalyANa
siMha siMha
kA kA
bayAna bayAna
xarja xarja
kiyA kara
gayA jA
. .
librahAna librahAna
Ayoga Ayoga
ke ke
samakRa samakRa
kalyANa kalyANa
ne ne
isa yaha
prakaraNa prakaraNa
meM meM
keMxra keMxra
ke kA
wawkAlIna wawkAlIna
narasiMha narasiMha
rAva rAva
kI kA
sarakAra sarakAra
para para
BI BI
savAliyA savAliyA
niSAna niSAna
lagAyA lagA
. .
hAlAMki hAlAMki
bAxa bAxa
meM meM
amara amara
ujAlA ujAlA
se se
viSeRa viSeRa
bAwacIwa bAwacIwa
meM meM
BAjapA BAjapA
newA newA
kalyANa kalyANa
siMha siMha
ne ne
apane apanA
purAne purAnA
ugra ugra
wevara wevara
meM meM
kahA kaha
ki ki
bAbarI bAbarI
prakaraNa prakaraNa
para para
AdavANI AdavANI
ke kA
bayAna bayAna
para para
ve vaha
kuCa kuCa
nahIM nahIM
kahanA kaha
cAhawe cAha
. .
lekina lekina
unheM vaha
ye yaha
kahane kaha
meM meM
koI koI
gureja gureja
nahIM nahIM
NULL _
ki ki
ayoXyA ayoXyA
meM meM
bAbarI bAbarI
DAMcA DAMcA
hiMxuoM hiMxU
kI kA
gulAmI gulAmI
kA kA
prawIka prawIka
WA WA
Ora Ora
isake yaha
tUtane tUta
para para
unheM vaha
koI koI
xuKa xuKa
nahIM nahIM
huA ho
. .
kalyANa kalyANa
siMha siMha
ne ne
kahA kaha
ki ki
6 6
xiMsabara xiMsabara
kI kA
GatanA GatanA
hiMxuoM hiMxU
ke ke
lie lie
garva garva
kA kA
xina xina
hE hE
. .
Ayoga Ayoga
kA kA
baDZAyA baDA
gayA jA
kAryakAla kAryakAla
jUna jUna
meM meM
hI hI
Kawma Kawma
ho ho
rahA raha
hE hE
. .
isake yaha
calawe calawe
Ayoga Ayoga
ne ne
SukravAra SukravAra
ko ko
6 6
xisaMbara xisaMbara
, COMMA
1992 1992
kI kA
GatanA GatanA
ke kA
muKya muKya
gavAha gavAha
kalyANa kalyANa
siMha siMha
kA kA
bayAna bayAna
xarja xarja
karane kara
ke ke
sAWa sAWa
jAMca jAMca
kI kA
kAryavAhI kAryavAhI
pUrI pUrA
kara kara
lI le
. .
jabaki jabaki
pUrva pUrva
praXAnamaMwrI praXAnamaMwrI
atala atala
bihArI bihArI
vAjapeyI vAjapeyI
ko ko
sammana sammana
xene xe
Ora Ora
lAla lAla
kqRNa kqRNa
AdavANI AdavANI
ko ko
gavAha gavAha
ke ke
wOra wOra
para para
xobArA xobArA
bulAne bulA
kI kA
yAcikA yAcikA
para para
Ayoga Ayoga
ke kA
aXyakRa aXyakRa
jastisa jastisa
emaesa emaesa
librahAna librahAna
ne ne
kahA kaha
ki ki
ina yaha
bAwoM bAwa
para para
ve vaha
aMwarima aMwarima
riporta riporta
liKane liKa
ke ke
xOrAna xOrAna
vicAra vicAra
kareMge kara
. .
agara agara
Ayoga Ayoga
ko ko
lagA laga
ki ki
unheM vaha
bulAne bulA
kI kA
jarUrawa jarUrawa
hE hE
wo wo
ve vaha
EsA EsA
kareMge kara
. .
anyaWA anyaWA
aMwarima aMwarima
riporta riporta
meM meM
liKA liKa
jAegA jA
ki ki
unheM vaha
bulAne bulA
kI kA
AvaSyakawA AvaSyakawA
nahIM nahIM
WI WA
. .
hAlAMki hAlAMki
apanA apanA
bayAna bayAna
xarja xarja
karAne karA
ke ke
sAWa sAWa
hI hI
kalyANa kalyANa
ne ne
savAla savAla
uTAyA uTA
ki ki
kyA kyA
ayoXyA ayoXyA
meM meM
vivAxiwa vivAxiwa
rAma rAma
janmaBUmi janmaBUmi
va va
bAbarI bAbarI
DAMce DAMcA
ke kA
viXvaMsa viXvaMsa
meM meM
BAjapA BAjapA
va va
vihipa vihipa
kI kA
sAjiSa sAjiSa
ko ko
keMxra keMxra
meM meM
kAMgresa kAMgresa
newqwva newqwva
vAlI vAlA
pI. pI.
vI. vI.
narasiMha narasiMha
rAva rAva
sarakAra sarakAra
kA kA
samarWana samarWana
hAsila hAsila
WA WA
. .
unhoMne vaha
uwwara uwwara
praxeSa praxeSa
sarakAra sarakAra
kI kA
ora ora
se se
kI kara
gaI jA
jiraha jiraha
ke kA
xOrAna xOrAna
Ayoga Ayoga
ko ko
bawAyA bawA
ki ki
ve vaha
xivaMgawa xivaMgawa
vyakwi vyakwi
rAva rAva
ke ke
KilAPa KilAPa
galawa galawa
nahIM nahIM
kahanA kaha
cAhawe cAha
. .
kalyANa kalyANa
uwwara uwwara
praxeSa praxeSa
ke kA
